epoch,train_loss,train_acc,val_loss,val_acc
1,3.587141526434183,0.3271413129679646,3.293635003949271,0.35572439703465164
2,3.049338987917818,0.3655295814318412,3.2363753296393143,0.369326758579048
3,2.904987712743721,0.3762089820984571,3.2607618291808858,0.3729831270336453
4,2.8320644700187088,0.3825449373036771,3.294273807891224,0.3742242796283251
5,2.7870268946945496,0.3859513951801584,3.3228122633620223,0.3769917144678139
